houseid,is_mail,wthhfin5d_hi,wthhfin5d_nohol_hi,numadlt,smplsrce,homeown,hometype,rail,census_d,census_r,hh_hisp,drvrcnt,cnttdhh,cdivmsar,flag100,hhfaminc,hhfaminc_imp,hh_race,hhsize,hhvehcnt,hhrelatd,hhresp,lif_cyc,msacat,msasize,travday,urban,urbansize,urbrur,ppt517,youngchild,oamultadd1,oamultadd2,resp_cnt,confirmage,confirmedhome_addr1,confirmedhome_city,confirmedhome_formattedaddr,confirmedhome_latitude,confirmedhome_locname,confirmedhome_loctype,confirmedhome_longitude,confirmedhome_state,confirmedhome_streetaddr,confirmedhome_zip,urbrur_2010,tdaydate,wrkcount,stratumid_addon,home_geom_nrel,home_geom_nrel_zipcode
6000160109,2,107.893948,103.7094507,2,3,4,1,2,9,4,2,2,4,92,1,6,6,3,2,2,1,1,10,2,4,4,1,3,1,0,0,2,1,2,1,,Aiea,,,,1,,HI,,96701,1,202210,0,5003,,96701
6000160114,2,15.06701806,15.50046874,3,3,1,1,2,9,4,2,2,7,92,1,9,9,5,3,1,1,1,10,2,4,2,1,1,1,0,0,1,-1,3,1,,Kaneohe,,,,1,,HI,,96744,1,202210,1,5003,,96744
6000160116,2,12.69258746,13.44890773,3,3,1,1,2,9,4,2,3,4,92,1,8,8,1,3,4,1,1,10,2,4,2,1,1,1,0,0,1,-1,3,1,,Kaneohe,,,,1,,HI,,96744,1,202210,0,5003,,96744
6000160120,2,58.12407114,61.35073457,5,3,1,1,2,9,4,2,6,23,92,1,11,11,3,7,6,1,1,6,2,4,2,1,1,1,2,0,1,-1,7,1,,Kaneohe,,,,1,,HI,,96744,1,202210,3,5003,,96744
6000160126,2,44.96302901,52.71301345,3,3,2,3,2,9,4,2,3,6,92,1,7,7,3,3,2,1,1,10,2,4,2,1,3,1,0,0,3,1,3,1,,Honolulu,,,,1,,HI,,96818,1,202211,2,5003,,96818
6000160127,2,49.57670489,62.67196195,2,3,1,2,2,9,4,2,2,6,92,1,10,10,1,2,2,1,1,2,2,4,6,1,3,1,0,0,2,1,2,1,,Honolulu,,,,1,,HI,,96816,1,202211,2,5003,,96816
6000160133,2,130.0523885,123.7242493,3,3,1,1,2,9,4,2,3,6,92,1,8,8,3,3,2,1,1,2,2,4,3,1,3,1,0,0,1,-1,3,1,,Honolulu,,,,1,,HI,,96816,1,202210,2,5003,,96816
6000160134,2,191.367106,235.707152,2,3,2,1,2,9,4,1,2,2,92,1,11,11,3,2,2,1,1,10,2,4,6,1,3,1,0,0,1,-1,2,1,,Mililani,,,,1,,HI,,96789,1,202211,0,5003,,96789
6000160137,2,103.9827463,116.8320348,2,3,2,1,2,9,4,2,2,11,92,1,10,10,3,2,2,1,1,10,2,4,6,1,1,1,0,0,1,-1,2,1,,Kaneohe,,,,1,,HI,,96744,1,202210,1,5003,,96744
6000160145,2,74.04845628,88.46861063,5,3,1,1,2,9,4,2,4,6,92,2,9,9,3,5,4,1,1,10,2,4,2,1,3,1,0,0,5,1,4,1,,Beach,,,,1,,HI,,96706,1,202211,3,5003,,96706
6000160159,2,229.5363621,223.1034874,4,3,1,1,2,9,4,2,4,16,92,1,10,10,1,4,4,1,1,2,2,4,3,1,1,1,0,0,1,-1,4,1,,Kaneohe,,,,1,,HI,,96744,1,202210,4,5003,,96744
6000160164,2,21.69444147,22.77114656,1,3,1,3,2,9,4,2,1,0,92,1,6,6,3,2,2,1,1,3,2,4,2,1,3,1,0,1,5,3,1,1,,Honolulu,,,,1,,HI,,96813,1,202210,0,5003,,96813
6000160186,2,115.5814708,108.4855293,3,3,2,1,2,9,4,2,3,4,92,1,11,11,3,3,3,1,1,10,2,4,3,1,1,1,0,0,1,-1,3,1,,Kaneohe,,,,1,,HI,,96744,1,202210,2,5003,,96744
6000160187,2,153.3940263,171.3433576,3,3,1,3,2,9,4,2,2,6,92,1,7,7,3,4,2,1,1,4,2,4,6,1,3,1,0,1,5,3,3,1,,Honolulu,,,,1,,HI,,96825,1,202210,2,5003,,96825
6000160189,2,55.66479525,70.48172245,4,3,3,1,2,9,4,2,3,14,92,1,7,7,1,4,4,2,1,2,2,4,6,1,3,1,0,0,1,-1,4,1,,Honolulu,,,,1,,HI,,96816,1,202211,4,5003,,96816
6000160198,2,15.71857709,16.35520854,1,3,4,1,2,9,4,2,1,3,92,1,5,5,3,1,1,2,1,9,2,4,2,1,3,1,0,0,1,-1,1,1,,City,,,,1,,HI,,96782,1,202210,0,5003,,96782
6000160199,2,53.51636481,56.60480297,4,3,1,1,2,9,4,2,2,10,92,1,11,11,3,7,2,1,1,4,2,4,2,1,3,1,1,2,2,1,5,1,,Honolulu,,,,1,,HI,,96816,1,202210,3,5003,,96816
6000160206,2,61.82079143,63.75493513,3,3,1,1,2,9,4,2,3,8,92,1,7,7,3,3,2,1,1,10,2,4,4,1,1,1,0,0,3,1,3,1,,Kaneohe,,,,1,,HI,,96744,1,202211,1,5003,,96744
6000160215,2,41.9341395,44.7246835,2,3,1,1,2,9,4,2,2,8,92,1,10,10,3,2,1,1,1,10,2,4,3,1,3,1,0,0,1,-1,2,1,,Mililani,,,,1,,HI,,96789,1,202211,0,5003,,96789
6000160218,2,32.29955698,37.56362938,2,3,1,3,2,9,4,2,2,4,92,1,9,9,1,2,2,1,1,2,2,4,5,1,3,1,0,0,5,3,2,1,,Honolulu,,,,1,,HI,,96813,1,202211,2,5003,,96813
6000160223,2,32.30967579,30.89670415,1,3,1,3,2,9,4,2,1,7,92,1,8,8,1,1,1,2,1,9,2,4,3,1,3,1,0,0,5,3,1,1,,Honolulu,,,,1,,HI,,96825,1,202210,0,5003,,96825
6000160242,2,62.84124125,80.5668675,2,3,2,1,2,9,4,2,1,0,92,1,6,6,1,2,1,1,1,2,2,4,6,1,3,1,0,0,1,-1,2,1,,Honolulu,,,,1,,HI,,96816,1,202211,0,5003,,96816
6000160256,2,29.25896937,30.0973325,2,3,3,3,2,9,4,2,2,9,92,1,5,5,5,3,2,1,1,6,2,4,2,1,1,1,1,0,5,3,3,1,,Waimanalo,,,,1,,HI,,96795,1,202210,2,5003,,96795
6000160259,2,23.87577853,25.27515317,2,3,1,1,2,9,4,2,1,4,92,1,6,6,1,2,1,1,1,10,2,4,5,1,3,1,0,0,2,1,2,1,,Beach,,,,1,,HI,,96706,1,202210,0,5003,,96706
6000160260,2,72.8352499,78.03617608,4,3,1,1,2,9,4,2,4,6,92,2,11,11,1,4,4,1,1,8,2,4,4,1,3,1,0,0,1,-1,3,1,,Wahiawa,,,,1,,HI,,96786,1,202211,4,5003,,96786
6000160266,2,145.5137761,138.1933753,2,3,2,1,2,9,4,2,2,8,92,1,10,10,3,2,2,1,1,10,2,4,4,1,3,1,0,0,1,-1,2,1,,City,,,,1,,HI,,96782,1,202210,1,5003,,96782
6000160268,2,48.64436412,54.62301686,3,3,1,1,2,9,4,2,3,10,92,1,7,7,1,3,2,1,1,8,2,4,6,1,3,1,0,0,1,-1,3,1,,Honolulu,,,,1,,HI,,96817,1,202210,0,5003,,96817
6000160272,2,66.31614083,62.27677159,2,3,1,1,2,9,4,2,2,4,92,1,6,6,5,2,1,1,1,2,2,4,4,1,3,1,0,0,1,-1,2,1,,Waianae,,,,1,,HI,,96792,1,202210,2,5003,,96792
6000160298,2,60.27534047,65.490511,2,3,1,1,2,9,4,2,2,0,92,1,7,7,1,2,2,1,1,10,2,4,4,1,3,1,0,0,2,1,2,1,,Wahiawa,,,,1,,HI,,96786,1,202211,0,5003,,96786
6000160330,2,34.97771919,40.10867902,2,3,2,1,2,9,4,2,2,4,92,1,6,6,1,2,2,1,1,10,2,4,6,1,3,1,0,0,1,-1,2,1,,Honolulu,,,,1,,HI,,96819,1,202210,0,5003,,96819
6000160333,2,20.83955638,21.84190573,1,3,3,2,2,9,4,2,1,1,92,1,6,6,3,1,1,2,1,1,2,4,2,1,3,1,0,0,1,-1,1,1,,Honolulu,,,,1,,HI,,96818,1,202210,1,5003,,96818
6000160335,2,534.1203382,545.5258325,2,3,4,1,2,9,4,1,2,2,92,1,7,7,5,2,2,1,1,10,2,4,6,1,1,1,0,0,1,-1,2,1,,Kailua,,,,1,,HI,,96734,1,202212,1,5003,,96734
6000160336,2,37.83983928,44.25245318,2,3,1,1,2,9,4,2,2,0,92,1,10,10,1,2,3,1,1,10,2,4,5,1,3,1,0,0,2,1,2,1,,Waipahu,,,,1,,HI,,96797,1,202211,0,5003,,96797
6000160339,2,87.31933958,110.9487573,2,3,1,1,2,9,4,2,2,5,92,1,7,7,3,2,2,1,1,2,2,4,6,1,1,1,0,0,1,-1,2,1,,Kaneohe,,,,1,,HI,,96744,1,202211,2,5003,,96744
6000160340,2,48.94860003,46.37576649,2,3,3,3,2,9,4,2,1,3,92,1,3,3,1,2,1,1,1,2,2,4,3,1,3,1,0,0,5,3,2,1,,Honolulu,,,,1,,HI,,96819,1,202210,0,5003,,96819
6000160369,2,80.60657925,78.00780012,3,3,3,2,2,9,4,2,3,8,92,1,7,7,1,6,1,1,1,4,2,4,3,2,6,1,2,1,2,3,5,1,,Laie,,,,1,,HI,,96762,1,202210,2,5003,,96762
6000160374,2,31.86470513,33.54199437,2,3,1,2,2,9,4,2,2,5,92,1,10,10,1,2,3,1,1,2,2,4,2,1,1,1,0,0,1,-1,2,1,,Waimanalo,,,,1,,HI,,96795,1,202210,2,5003,,96795
6000160383,2,11.15747205,11.59965096,2,3,2,2,2,9,4,2,2,4,92,1,3,3,3,2,1,1,1,10,2,4,2,1,3,1,0,0,1,-1,2,1,,Honolulu,,,,1,,HI,,96815,1,202210,0,5003,,96815
6000160386,2,13.56154133,14.32372671,1,3,2,2,2,9,4,2,1,2,92,1,8,8,1,1,1,2,1,9,2,4,2,1,1,1,0,0,1,-1,1,1,,Kailua,,,,1,,HI,,96734,1,202210,1,5003,,96734
6000160391,2,22.80460786,23.97170286,2,3,2,3,2,9,4,2,2,7,92,1,9,9,3,2,2,1,1,2,2,4,2,1,3,1,0,0,1,-1,2,1,,Honolulu,,,,1,,HI,,96813,1,202210,2,5003,,96814
6000160392,2,80.85650872,84.27139292,3,3,2,1,2,9,4,2,3,6,92,1,10,10,3,3,2,1,1,10,2,4,2,1,3,1,0,0,1,-1,3,1,,Mililani,,,,1,,HI,,96789,1,202210,1,5003,,96789
6000160393,2,148.9414572,165.8506645,2,3,1,1,2,9,4,2,2,8,92,1,7,7,1,3,2,1,1,6,2,4,6,1,3,1,1,0,1,-1,3,1,,Mililani,,,,1,,HI,,96789,1,202210,2,5003,,96789
6000160394,2,40.26786243,38.4715754,1,3,2,3,2,9,4,2,0,4,92,1,7,7,1,1,0,2,1,9,2,4,3,1,3,1,0,0,1,-1,1,1,,Honolulu,,,,1,,HI,,96817,1,202210,0,5003,,96817
6000160395,2,80.60657925,78.00780012,2,3,3,1,2,9,4,2,2,10,92,1,7,7,1,4,2,1,1,4,2,4,3,4,6,2,1,1,1,-1,3,1,,Waimanalo,,,,1,,HI,,96795,2,202210,2,5003,,96795
6000160398,2,15.7841925,16.85610184,2,3,1,1,2,9,4,2,2,0,92,1,8,8,3,2,1,1,1,10,2,4,2,1,3,1,0,0,2,2,2,1,,Honolulu,,,,1,,HI,,96817,1,202210,0,5003,,96817
6000160401,2,26.16055044,26.62178592,1,3,1,1,2,9,4,2,1,0,92,1,3,3,3,1,1,2,1,9,2,4,4,1,3,1,0,0,1,-1,1,1,,Kapolei,,,,1,,HI,,96707,1,202211,0,5003,,96707
6000160405,2,45.71683128,53.42548368,1,3,2,1,2,9,4,2,1,2,92,1,7,7,3,1,1,2,1,9,2,4,2,1,3,1,0,0,1,-1,1,1,,Mililani,,,,1,,HI,,96789,1,202211,0,5003,,96789
6000160407,2,94.21325234,117.8569193,2,3,1,2,2,9,4,2,2,10,92,1,9,9,1,3,2,1,1,6,2,4,6,1,3,1,1,0,1,-1,3,1,,City,,,,1,,HI,,96782,1,202211,2,5003,,96782
6000160414,2,26.5942648,27.52462353,2,3,3,2,2,9,4,2,2,6,92,1,6,6,3,3,1,1,1,8,2,4,2,1,1,1,1,0,1,-1,3,1,,Kailua,,,,1,,HI,,96734,1,202210,1,5003,,96734
6000160431,2,86.35044343,101.1527368,4,3,1,1,2,9,4,1,2,8,92,1,9,9,5,6,4,1,1,6,2,4,2,1,3,1,2,0,1,-1,6,1,,Waianae,,,,1,,HI,,96792,1,202211,2,5003,,96792
6000160435,2,38.09309461,43.58970707,2,3,3,1,2,9,4,1,2,2,92,1,5,5,1,3,2,1,1,8,2,4,2,1,3,1,1,0,3,1,3,1,,City,,,,1,,HI,,96782,1,202211,1,5003,,96782
6000160468,2,49.91200499,53.20866663,1,3,1,1,2,9,4,2,1,8,92,1,7,7,3,2,1,1,1,5,2,4,4,1,3,1,1,0,2,3,2,1,,Honolulu,,,,1,,HI,,96816,1,202211,1,5003,,96815
6000160470,2,59.14674412,74.51868491,2,3,1,1,2,9,4,2,2,3,92,1,8,8,2,2,4,1,1,10,2,4,6,1,3,1,0,0,1,-1,2,1,,Beach,,,,1,,HI,,96706,1,202211,1,5003,,96706
6000160476,2,100.6011,118.3315169,4,3,3,1,2,9,4,2,2,6,92,1,9,9,1,4,4,1,1,2,2,4,5,1,3,1,0,0,4,2,4,1,,Honolulu,,,,1,,HI,,96819,1,202211,3,5003,,96819
6000160477,2,41.13782523,47.5452565,2,3,3,3,2,9,4,2,1,5,92,1,8,8,3,2,1,1,1,2,2,4,5,1,3,1,0,0,1,-1,2,1,,Honolulu,,,,1,,HI,,96813,1,202211,2,5003,,96813
6000160481,2,52.86979861,60.12479503,3,3,2,2,2,9,4,2,2,4,92,1,-7,11,3,3,2,1,1,10,2,4,2,1,3,1,0,0,1,-1,3,1,,Honolulu,,,,1,,HI,,96813,1,202211,1,5003,,96813
6000160482,2,40.28888279,42.03477714,2,3,1,3,2,9,4,2,2,2,92,1,7,7,1,3,2,1,1,4,2,4,4,1,3,1,0,1,1,-1,2,1,,Waipahu,,,,1,,HI,,96797,1,202211,1,5003,,96797
6000160486,2,18.34023459,21.82696821,2,3,1,1,2,9,4,2,2,7,92,1,8,8,3,2,2,1,1,10,2,4,2,1,3,1,0,0,1,-1,2,1,,City,,,,1,,HI,,96782,1,202211,0,5003,,96782
6000160488,2,152.8718633,176.5233031,2,3,1,1,2,9,4,2,2,2,92,1,6,6,3,6,2,1,1,4,2,4,5,1,3,1,3,1,1,-1,5,1,,Honolulu,,,,1,,HI,,96819,1,202211,0,5003,,96819
6000160491,2,15.67705458,16.36429974,3,3,3,1,2,9,4,2,3,6,92,1,5,5,3,3,4,1,1,10,2,4,2,1,3,1,0,0,1,-1,3,1,,Honolulu,,,,1,,HI,,96816,1,202210,3,5003,,96816
6000160492,2,53.07925925,57.88980991,2,3,3,3,2,9,4,2,2,1,92,1,11,11,1,2,2,1,1,10,2,4,3,1,1,1,0,0,1,-1,2,1,,Kaneohe,,,,1,,HI,,96744,1,202211,1,5003,,96744
6000160495,2,52.14596343,0,2,3,1,1,2,9,4,2,2,14,92,1,6,6,5,5,2,1,1,6,2,4,2,1,3,1,3,0,1,-1,5,1,,Kapolei,,,,1,,HI,,96707,1,202210,1,5003,,96707
6000160497,2,99.53358363,103.5406482,2,3,3,1,2,9,4,1,2,3,92,1,1,1,5,4,1,1,1,4,2,4,2,1,3,1,0,2,1,-1,2,1,,Waianae,,,,1,,HI,,96792,1,202210,0,5003,,96792
6000160502,2,27.65272612,28.94211521,3,3,1,1,2,9,4,2,3,8,92,1,10,10,1,3,3,1,1,2,2,4,2,1,3,1,0,0,1,-1,3,1,,Mililani,,,,1,,HI,,96789,1,202210,2,5003,,96789
6000160513,2,53.00780677,55.33171727,2,3,1,1,2,9,4,2,2,7,92,1,10,10,3,3,2,1,1,8,2,4,3,1,3,1,1,0,1,-1,3,1,,City,,,,1,,HI,,96782,1,202211,2,5003,,96782
6000160541,2,77.74779523,81.82401535,2,3,1,1,2,9,4,1,2,8,92,1,6,6,3,2,3,1,1,10,2,4,4,1,3,1,0,0,1,-1,2,1,,Aiea,,,,1,,HI,,96701,1,202211,1,5003,,96701
6000160547,2,22.42190689,23.54781736,2,3,1,2,2,9,4,2,2,2,92,1,7,7,3,2,2,1,1,2,2,4,2,1,3,1,0,0,5,3,2,1,,Waipahu,,,,1,,HI,,96797,1,202210,1,5003,,96797
6000160555,2,110.4448565,121.8923524,2,3,1,1,2,9,4,2,2,3,92,1,9,9,3,3,2,1,1,4,2,4,6,1,1,1,0,1,1,-1,2,1,,Kaneohe,,,,1,,HI,,96744,1,202210,1,5003,,96744
6000160564,2,52.00750057,55.68613089,2,3,1,1,2,9,4,2,2,4,92,1,11,11,1,2,2,1,1,10,2,4,4,1,1,1,0,0,2,1,2,1,,Kaneohe,,,,1,,HI,,96744,1,202211,1,5003,,96744
6000160585,2,318.5017507,331.553058,5,3,1,1,2,9,4,2,5,0,92,1,4,4,97,5,2,1,1,10,2,4,5,1,1,1,0,0,5,2,5,1,,Kaneohe,,,,1,,HI,,96744,1,202211,2,5004,,96744
6000160603,2,232.9898299,260.0268382,4,3,1,1,2,9,4,2,4,3,92,1,10,10,3,6,3,1,1,4,2,4,6,1,3,1,0,2,1,-1,4,1,,Beach,,,,1,,HI,,96706,2,202210,3,5004,,96706
6000160605,2,44.25923173,46.46805527,1,3,3,1,2,9,4,2,1,0,92,1,7,7,1,1,1,2,1,9,2,4,5,1,1,1,0,0,1,-1,1,1,,Kailua,,,,1,,HI,,96734,1,202210,1,5004,,96734
6000160607,2,33.04882118,32.60120017,2,3,2,1,2,9,4,2,2,2,92,1,8,8,1,2,1,1,1,10,2,4,3,1,3,1,0,0,1,-1,2,1,,Honolulu,,,,1,,HI,,96822,1,202210,1,5004,,96822
6000160615,2,83.41762728,104.817615,2,3,2,1,2,9,4,2,2,19,92,1,8,8,3,4,2,1,1,4,2,4,6,1,3,1,2,0,1,-1,4,1,,Honolulu,,,,1,,HI,,96821,1,202211,2,5004,,96821
6000160618,2,76.95083848,70.86241196,1,3,2,1,2,9,4,2,1,0,92,1,2,2,3,1,2,2,1,9,2,4,4,1,3,1,0,0,1,-1,1,1,,Honolulu,,,,1,,HI,,96822,1,202210,0,5004,,96822
6000160633,2,120.8767177,127.5902328,3,3,3,1,2,9,4,2,3,2,92,1,11,11,1,3,2,1,1,2,2,4,4,1,3,1,0,0,1,-1,3,1,,Beach,,,,1,,HI,,96706,1,202211,2,5004,,96706
6000160634,2,30.10611537,31.77700666,3,3,1,1,2,9,4,2,3,4,92,1,10,10,1,3,3,1,1,2,2,4,2,1,3,1,0,0,1,-1,3,1,,Honolulu,,,,1,,HI,,96822,1,202210,3,5004,,96822
6000160639,2,32.62068963,35.49627619,2,3,2,1,2,9,4,2,2,2,92,1,11,11,1,2,2,1,1,10,2,4,3,1,3,1,0,0,1,-1,2,1,,Beach,,,,1,,HI,,96706,1,202211,1,5004,,96706
6000160642,2,43.96081614,45.86481342,3,3,1,1,2,9,4,2,2,13,92,1,11,11,3,3,3,1,1,8,2,4,2,1,3,1,0,0,3,1,3,1,,Honolulu,,,,1,,HI,,96819,1,202210,1,5004,,96819
6000160651,2,21.11995636,22.72457088,2,3,2,1,2,9,4,2,1,2,92,1,7,7,3,2,2,1,1,10,2,4,2,1,3,1,0,0,1,-1,2,1,,Aiea,,,,1,,HI,,96701,1,202210,0,5004,,96701
6000160659,2,64.06189882,69.7362185,2,3,1,1,2,9,4,2,2,2,92,1,6,6,3,2,2,1,1,10,2,4,3,1,3,1,0,0,1,-1,2,1,,Beach,,,,1,,HI,,96706,1,202211,1,5004,,96706
6000160663,2,37.57773963,0,4,3,3,2,2,9,4,2,4,4,92,1,3,3,1,4,4,2,1,2,2,4,6,1,1,1,0,0,2,3,4,1,,Kaneohe,,,,1,,HI,,96744,1,202211,1,5004,,96744
6000160670,2,80.1391357,93.87055085,3,3,1,1,2,9,4,2,3,2,92,1,11,11,3,3,3,1,1,10,2,4,2,1,3,1,0,0,1,-1,3,1,,Beach,,,,1,,HI,,96706,1,202211,3,5004,,96706
6000160671,2,140.6368722,155.6266458,2,3,3,1,2,9,4,2,2,6,92,1,9,9,2,3,4,1,1,6,2,4,6,1,3,1,1,0,1,-1,3,1,,Honolulu,,,,1,,HI,,96819,1,202210,2,5004,,96819
6000160681,2,99.14224746,95.68647213,2,3,1,1,2,9,4,2,2,4,92,1,11,11,3,2,2,1,1,10,2,4,3,1,3,1,0,0,1,-1,2,1,,Honolulu,,,,1,,HI,,96816,1,202210,1,5004,,96816
6000160690,2,115.6429331,0,2,3,3,1,2,9,4,2,2,4,92,1,7,7,3,2,1,1,1,2,2,4,6,1,3,1,0,0,1,-1,2,1,,Honolulu,,,,1,,HI,,96817,1,202211,2,5004,,96817
6000160703,2,122.1431523,132.0774903,2,3,1,1,2,9,4,2,2,3,92,1,10,10,3,2,2,1,1,2,2,4,3,1,3,1,0,0,1,-1,2,1,,Beach,,,,1,,HI,,96706,1,202211,2,5004,,96706
6000160706,2,36.65482197,39.6283848,2,3,2,1,2,9,4,2,2,7,92,1,6,6,3,2,2,1,1,10,2,4,2,1,3,1,0,0,2,1,2,1,,Aiea,,,,1,,HI,,96701,1,202210,0,5004,,96782
6000160709,2,82.92069864,86.28748815,2,3,1,1,2,9,4,2,3,2,92,1,11,11,5,4,3,1,1,6,2,4,3,1,3,1,2,0,1,-1,4,1,,Beach,,,,1,,HI,,96706,1,202211,1,5004,,96706
6000160710,2,11.54209945,12.55711796,2,3,2,1,2,9,4,2,2,2,92,1,6,6,1,2,2,1,1,10,2,4,2,1,1,1,0,0,1,-1,2,1,,Kaneohe,,,,1,,HI,,96744,1,202210,0,5004,,96744
6000160714,2,63.83119737,66.49023667,1,3,1,1,2,9,4,2,1,2,92,1,5,5,1,1,1,2,1,9,2,4,5,1,3,1,0,0,1,-1,1,1,,Beach,,,,1,,HI,,96706,1,202210,0,5004,,96706
6000160716,2,111.2348943,108.8801999,2,3,1,2,2,9,4,2,2,6,92,1,6,6,3,2,2,1,1,10,2,4,3,1,3,1,0,0,1,-1,2,1,,Honolulu,,,,1,,HI,,96813,1,202210,2,5004,,96813
6000160719,2,382.2164449,376.0182284,4,3,1,1,2,9,4,2,4,2,92,1,7,7,1,4,6,1,1,10,2,4,4,1,3,1,0,0,4,1,4,1,,Aiea,,,,1,,HI,,96701,1,202210,2,5004,,96701
6000160727,2,98.97074919,93.73244497,1,3,3,2,2,9,4,2,1,3,92,1,9,9,1,1,1,2,1,1,2,4,4,1,1,1,0,0,1,-1,1,1,,Kaneohe,,,,1,,HI,,96744,1,202210,1,5004,,96744
6000160733,2,43.14491013,53.98200038,3,3,2,1,2,9,4,2,3,10,92,1,9,9,3,3,3,1,1,10,2,4,6,1,3,1,0,0,3,1,3,1,,Mililani,,,,1,,HI,,96789,1,202211,1,5004,,96789
6000160734,2,50.40932399,57.62079623,2,3,2,1,2,9,4,2,2,8,92,1,6,6,3,2,2,1,1,10,2,4,6,1,1,1,0,0,1,-1,2,1,,Kailua,,,,1,,HI,,96734,1,202210,1,5004,,96734
6000160750,2,66.4399409,83.89758144,2,3,2,1,2,9,4,2,2,8,92,1,11,11,3,2,2,1,1,10,2,4,6,1,3,1,0,0,1,-1,2,1,,Honolulu,,,,1,,HI,,96821,1,202211,1,5004,,96821
6000160753,2,86.48022277,91.3162327,4,3,1,1,2,9,4,2,4,8,92,1,6,6,3,4,4,1,1,2,2,4,5,1,3,1,0,0,4,1,4,1,,Honolulu,,,,1,,HI,,96818,1,202210,4,5004,,96818
6000160771,2,133.1655016,143.856722,3,3,1,1,2,9,4,2,2,4,92,1,7,7,1,4,2,1,1,6,2,4,2,1,3,1,1,0,2,2,4,1,,Honolulu,,,,1,,HI,,96821,1,202210,2,5004,,96821
6000160772,2,216.8371216,223.6631078,3,3,2,1,2,9,4,2,3,0,92,1,6,6,3,3,3,1,1,2,2,4,5,1,3,1,0,0,3,3,3,1,,Honolulu,,,,1,,HI,,96817,1,202210,2,5004,,96817
6000160774,2,33.33161517,32.83176652,2,3,2,2,2,9,4,2,2,6,92,1,6,6,1,2,2,1,1,10,2,4,3,1,3,1,0,0,5,3,2,1,,Mililani,,,,1,,HI,,96789,1,202210,0,5004,,96789
6000160783,2,119.6686818,125.7258184,2,3,1,1,2,9,4,2,2,2,92,1,11,11,3,2,1,1,1,10,2,4,4,1,1,1,0,0,1,-1,2,1,,Kaneohe,,,,1,,HI,,96744,1,202211,1,5004,,96744
6000160787,2,160.6984144,170.5455673,1,3,1,1,2,9,4,2,1,4,92,1,10,10,1,1,2,2,1,9,2,4,4,1,1,1,0,0,1,-1,1,1,,Kailua,,,,1,,HI,,96734,1,202211,0,5004,,96734
6000160790,2,34.31266535,36.57746875,2,3,1,1,2,9,4,2,2,2,92,1,10,10,3,2,2,1,1,2,2,4,2,1,1,1,0,0,1,-1,2,1,,Kaneohe,,,,1,,HI,,96744,1,202210,2,5004,,96744
6000160792,2,92.9517815,87.33183685,2,3,1,1,2,9,4,2,0,1,92,1,5,5,5,2,0,1,1,2,2,4,3,1,3,1,0,0,1,-1,2,1,,Beach,,,,1,,HI,,96706,1,202210,1,5004,,96706
6000160794,2,13.00476104,13.83169065,1,3,1,1,2,9,4,2,1,3,92,1,6,6,1,1,1,2,1,9,2,4,2,1,3,1,0,0,1,-1,1,1,,Honolulu,,,,1,,HI,,96816,1,202210,1,5004,,96816
6000160813,2,64.18412274,67.66118477,1,3,2,1,2,9,4,2,1,6,92,1,9,9,3,1,2,2,1,9,2,4,4,1,3,1,0,0,2,1,1,1,,Mililani,,,,1,,HI,,96789,1,202211,1,5004,,96789
6000160815,2,18.39749221,19.39811965,2,3,1,1,2,9,4,1,2,9,92,1,6,6,1,2,2,1,1,2,2,4,2,1,3,1,0,0,1,-1,2,1,,Honolulu,,,,1,,HI,,96821,1,202210,1,5004,,96821
6000160816,2,125.9687863,129.7010722,1,3,2,2,2,9,4,2,1,2,92,1,5,5,3,1,1,2,1,9,2,4,5,1,1,1,0,0,1,-1,1,1,,Kaneohe,,,,1,,HI,,96744,1,202210,0,5004,,96744
6000160821,2,186.382922,180.0806834,2,3,1,1,2,9,4,2,2,8,92,1,8,8,3,4,2,1,1,6,2,4,4,1,3,1,2,0,1,-1,4,1,,Mililani,,,,1,,HI,,96789,1,202210,2,5004,,96789
6000160826,2,43.98437531,45.88939642,3,3,1,1,2,9,4,2,3,9,92,1,11,11,3,3,3,1,1,10,2,4,2,1,3,1,0,0,1,-1,3,1,,Waipahu,,,,1,,HI,,96797,1,202210,2,5004,,96797
6000160827,2,54.12217047,70.12223012,2,3,1,1,2,9,4,2,2,0,92,1,6,6,1,2,2,1,1,10,2,4,6,1,3,1,0,0,2,1,2,1,,Honolulu,,,,1,,HI,,96821,1,202211,0,5004,,96821
6000160833,2,771.8535956,778.5713503,2,3,1,1,2,9,4,2,2,4,92,1,10,10,3,2,2,1,1,10,2,4,6,1,3,1,0,0,1,-1,2,1,,Honolulu,,,,1,,HI,,96816,1,202212,1,5004,,96816
6000160852,2,63.07318416,66.42912739,1,3,1,2,2,9,4,2,1,3,92,1,7,7,3,1,1,2,1,1,2,4,4,1,3,1,0,0,1,-1,1,1,,City,,,,1,,HI,,96782,1,202211,1,5004,,96782
6000160853,2,87.69041733,82.54381066,2,3,1,1,2,9,4,2,2,4,92,1,9,9,3,3,2,1,1,4,2,4,3,1,3,1,0,1,1,-1,2,1,,Honolulu,,,,1,,HI,,96825,1,202210,2,5004,,96825
6000160855,2,132.6203786,143.471554,2,3,1,1,2,9,4,2,2,2,92,1,8,8,3,2,2,1,1,10,2,4,4,1,1,1,0,0,1,-1,2,1,,Kaneohe,,,,1,,HI,,96744,1,202211,0,5004,,96744
