PERSID,UNO,IVTT,OVTT,TOTTIME,TOTCOST,TDUMMY,CHOSEN,HHSIZE,MALE,NUMVEH,WORKERS,VEHWORK,NEWINC,AEMPDENS,POPDENS,DIST,AGE,WEIGHT,UNOTRN,UNOSHR 
546,1,7.3,6.3,13.6,0.09,0,1,5,0,3,4,0.8,50000,9.03,14.51,1.7,19,0.6426,0,1
546,1,4.6,26.3,30.9,0.5,0,0,5,0,3,4,0.8,50000,9.03,14.51,1.7,19,0.6426,1,0
547,1,11,5,16,0.35,1,0,2,1,1,2,0.5,70000,5.85,14.2,3.6,29,0.6426,0,0
547,1,13.5,7,20.5,0.17,1,1,2,1,1,2,0.5,70000,5.85,14.2,3.6,29,0.6426,0,1
547,1,26.3,29.2,55.5,1.25,1,0,2,1,1,2,0.5,70000,5.85,14.2,3.6,29,0.6426,1,0
548,1,17,5,22,0.73,1,1,5,1,1,1,1,30000,6.06,10.68,7.4,34,1.8362,0,0
548,1,21.4,6.8,28.2,0.36,1,0,5,1,1,1,1,30000,6.06,10.68,7.4,34,1.8362,0,1
548,1,33.3,40.2,73.5,1.25,1,0,5,1,1,1,1,30000,6.06,10.68,7.4,34,1.8362,1,0
549,1,21,7,28,0.87,1,0,2,1,2,2,1,50000,101.9,8.67,8.9,28,0.6426,0,0
549,1,26.2,9.2,35.4,0.43,1,1,2,1,2,2,1,50000,101.9,8.67,8.9,28,0.6426,0,1
549,1,24.1,23.3,47.4,1.5,1,0,2,1,2,2,1,50000,101.9,8.67,8.9,28,0.6426,1,0
550,1,28,6,34,3.57,1,0,2,1,2,2,1,50000,101.9,8.67,10.5,28,0.6426,0,0
550,1,31.4,8.4,39.8,1.78,1,1,2,1,2,2,1,50000,101.9,8.67,10.5,28,0.6426,0,1
550,1,24,30,54,0.75,1,0,2,1,2,2,1,50000,101.9,8.67,10.5,28,0.6426,1,0
551,1,28,9,37,4.5,0,0,2,0,2,2,1,70000,900.27,13.33,8.4,30,0.2982,0,0
551,1,31.4,11.5,42.9,2.25,0,0,2,0,2,2,1,70000,900.27,13.33,8.4,30,0.2982,0,1
551,1,15.9,20,35.9,0.75,0,1,2,0,2,2,1,70000,900.27,13.33,8.4,30,0.2982,1,0
552,1,13,7,20,1.2,0,0,3,1,1,3,0.3,70000,32.92,10.81,5.4,23,0.2982,0,0
552,1,15.7,9.2,24.9,0.61,0,0,3,1,1,3,0.3,70000,32.92,10.81,5.4,23,0.2982,0,1
552,1,15,35.3,50.3,0.5,0,1,3,1,1,3,0.3,70000,32.92,10.81,5.4,23,0.2982,1,0
553,1,24,7,31,5.87,0,0,4,1,2,2,1,115000,952.15,9.34,9.3,36,0.2982,0,0
553,1,27.6,9.2,36.8,2.94,0,0,4,1,2,2,1,115000,952.15,9.34,9.3,36,0.2982,0,1
553,1,19.4,21.1,40.5,3.15,0,1,4,1,2,2,1,115000,952.15,9.34,9.3,36,0.2982,1,0
554,1,24,8,32,4.4,0,0,1,0,1,1,1,30000,982.06,21.55,7.3,43,0.2982,0,0
554,1,27.6,10.3,37.9,2.2,0,0,1,0,1,1,1,30000,982.06,21.55,7.3,43,0.2982,0,1
554,1,16.3,23.1,39.4,0.75,0,1,1,0,1,1,1,30000,982.06,21.55,7.3,43,0.2982,1,0
555,1,45,4,49,2.26,1,1,2,0,2,2,1,50000,7.07,5.02,23.1,26,1.8362,0,0
555,1,49.3,6.3,55.6,1.13,1,0,2,0,2,2,1,50000,7.07,5.02,23.1,26,1.8362,0,1
555,1,71,49.5,120.5,3,1,0,2,0,2,2,1,50000,7.07,5.02,23.1,26,1.8362,1,0
556,1,29,7,36,5.93,0,0,5,0,4,4,1,50000,1480.52,12.19,9.9,23,0.2982,0,0
556,1,32.5,9.4,41.9,2.96,0,0,5,0,4,4,1,50000,1480.52,12.19,9.9,23,0.2982,0,1
556,1,15.8,18.2,34,2.15,0,1,5,0,4,4,1,50000,1480.52,12.19,9.9,23,0.2982,1,0
557,1,27,7,34,5.97,0,0,5,0,4,4,1,50000,1480.52,12.19,10.3,23,0.2982,0,0
557,1,30.9,9.2,40.1,2.99,0,0,5,0,4,4,1,50000,1480.52,12.19,10.3,23,0.2982,0,1
557,1,14.3,19.5,33.8,1.35,0,1,5,0,4,4,1,50000,1480.52,12.19,10.3,23,0.2982,1,0
558,1,12,7,19,1.05,0,0,2,1,2,2,1,115000,114.13,9.02,3.9,73,0.2982,0,0
558,1,14.6,9.4,24,0.53,0,0,2,1,2,2,1,115000,114.13,9.02,3.9,73,0.2982,0,1
558,1,20.1,20.7,40.8,0.5,0,1,2,1,2,2,1,115000,114.13,9.02,3.9,73,0.2982,1,0
559,1,23,6,29,1.39,0,0,3,0,2,2,1,70000,149.19,5.48,8.8,33,0.2982,0,0
559,1,28.7,8,36.7,0.7,0,0,3,0,2,2,1,70000,149.19,5.48,8.8,33,0.2982,0,1
559,1,22,21.3,43.3,1.65,0,1,3,0,2,2,1,70000,149.19,5.48,8.8,33,0.2982,1,0
560,1,7,2,9,0.28,0,1,3,1,2,3,0.7,115000,3.9,2.7,2.9,66,1.8362,0,0
560,1,9.2,3.8,13,0.14,0,0,3,1,2,3,0.7,115000,3.9,2.7,2.9,66,1.8362,0,1
560,1,5.3,23,28.3,1.1,0,0,3,1,2,3,0.7,115000,3.9,2.7,2.9,66,1.8362,1,0
561,1,27,7,34,5.92,1,0,1,0,1,1,1,30000,1480.52,1.43,9.8,59,0.2982,0,0
561,1,30.4,9.4,39.8,2.96,1,0,1,0,1,1,1,30000,1480.52,1.43,9.8,59,0.2982,0,1
561,1,23.3,22.7,46,1.95,1,1,1,0,1,1,1,30000,1480.52,1.43,9.8,59,0.2982,1,0
562,1,24,10,34,6.19,0,0,3,0,1,2,0.5,50000,471.01,30.61,12.6,41,0.2982,0,0
562,1,29.9,12.9,42.8,3.09,0,0,3,0,1,2,0.5,50000,471.01,30.61,12.6,41,0.2982,0,1
562,1,27,24.6,51.6,1.9,0,1,3,0,1,2,0.5,50000,471.01,30.61,12.6,41,0.2982,1,0
563,1,32,10,42,6.04,0,0,3,0,1,2,0.5,50000,471.01,30.61,11,41,0.2982,0,0
563,1,35.6,12.5,48.1,3.02,0,0,3,0,1,2,0.5,50000,471.01,30.61,11,41,0.2982,0,1
563,1,30,29.6,59.6,1.9,0,1,3,0,1,2,0.5,50000,471.01,30.61,11,41,0.2982,1,0
564,1,16,6,22,0.8,1,0,1,0,1,1,1,30000,32.35,13.8,5.9,58,0.2982,0,0
564,1,19,8.1,27.1,0.4,1,0,1,0,1,1,1,30000,32.35,13.8,5.9,58,0.2982,0,1
564,1,24.6,19.4,44,1.25,1,1,1,0,1,1,1,30000,32.35,13.8,5.9,58,0.2982,1,0
565,1,19,6,25,0.75,0,0,4,1,2,3,0.7,70000,19.9,12.01,6.4,50,0.2982,0,0
565,1,22,8.4,30.4,0.37,0,0,4,1,2,3,0.7,70000,19.9,12.01,6.4,50,0.2982,0,1
565,1,11.4,22.6,34,0.75,0,1,4,1,2,3,0.7,70000,19.9,12.01,6.4,50,0.2982,1,0
566,1,13,6,19,0.8,0,0,4,1,2,3,0.7,70000,19.9,12.01,6.9,50,0.2982,0,0
566,1,16.5,8,24.5,0.4,0,0,4,1,2,3,0.7,70000,19.9,12.01,6.9,50,0.2982,0,1
566,1,11.7,22.1,33.8,0.75,0,1,4,1,2,3,0.7,70000,19.9,12.01,6.9,50,0.2982,1,0
567,1,19,8,27,0.62,0,0,2,0,2,2,1,70000,207.47,21.55,6.3,30,0.6426,0,0
567,1,22.2,10.3,32.5,0.31,0,1,2,0,2,2,1,70000,207.47,21.55,6.3,30,0.6426,0,1
567,1,20.5,18.6,39.1,1.5,0,0,2,0,2,2,1,70000,207.47,21.55,6.3,30,0.6426,1,0
568,1,12,5,17,0.42,1,1,1,0,1,1,1,30000,10.4,14.62,4.3,35,1.8362,0,0
568,1,15.3,6.8,22.1,0.21,1,0,1,0,1,1,1,30000,10.4,14.62,4.3,35,1.8362,0,1
568,1,18.4,30.2,48.6,1,1,0,1,0,1,1,1,30000,10.4,14.62,4.3,35,1.8362,1,0
569,1,40,8,48,6.13,1,0,2,1,2,1,2,15000,471.01,10.68,11.9,37,0.2982,0,0
569,1,44,10.4,54.4,3.06,1,0,2,1,2,1,2,15000,471.01,10.68,11.9,37,0.2982,0,1
569,1,21.5,21.5,43,1.25,1,1,2,1,2,1,2,15000,471.01,10.68,11.9,37,0.2982,1,0
570,1,34,8,42,6.15,1,0,2,1,2,1,2,15000,471.01,10.68,12.1,37,0.2982,0,0
570,1,38.5,10.3,48.8,3.07,1,0,2,1,2,1,2,15000,471.01,10.68,12.1,37,0.2982,0,1
570,1,23.1,19.8,42.9,2,1,1,2,1,2,1,2,15000,471.01,10.68,12.1,37,0.2982,1,0
571,1,20,3,23,1.42,1,1,2,1,2,2,1,50000,8.54,2.51,14.5,55,1.8362,0,0
571,1,25,4.4,29.4,0.57,1,0,2,1,2,2,1,50000,8.54,2.51,14.5,55,1.8362,0,1
571,1,76.7,40.3,117,3.75,1,0,2,1,2,2,1,50000,8.54,2.51,14.5,55,1.8362,1,0
572,1,12,3,15,0.44,1,0,5,1,1,2,0.5,30000,2.38,13.18,4.5,47,0.6426,0,0
572,1,14.6,4.9,19.5,0.22,1,1,5,1,1,2,0.5,30000,2.38,13.18,4.5,47,0.6426,0,1
572,1,51.7,51.8,103.5,4,1,0,5,1,1,2,0.5,30000,2.38,13.18,4.5,47,0.6426,1,0
573,1,31,9,40,5.82,0,0,4,1,1,2,0.5,90000,471.01,14.66,8.8,35,0.2982,0,0
573,1,34.6,11.5,46.1,2.91,0,0,4,1,1,2,0.5,90000,471.01,14.66,8.8,35,0.2982,0,1
573,1,20,32.2,52.2,1.65,0,1,4,1,1,2,0.5,90000,471.01,14.66,8.8,35,0.2982,1,0
574,1,28,9,37,5.83,0,0,4,1,1,2,0.5,90000,471.01,14.66,8.9,35,0.2982,0,0
574,1,32,11.4,43.4,2.91,0,0,4,1,1,2,0.5,90000,471.01,14.66,8.9,35,0.2982,0,1
574,1,23,26.6,49.6,1.65,0,1,4,1,1,2,0.5,90000,471.01,14.66,8.9,35,0.2982,1,0
575,1,11,2,13,0.6,1,1,2,0,3,2,1.5,50840.3,2.23,9.92,6.1,67,1.8362,0,0
575,1,14.1,3.1,17.2,0.3,1,0,2,0,3,2,1.5,50840.3,2.23,9.92,6.1,67,1.8362,0,1
575,1,59.1,67.2,126.3,2.75,1,0,2,0,3,2,1.5,50840.3,2.23,9.92,6.1,67,1.8362,1,0
576,1,13,2,15,0.5,1,1,5,1,3,2,1.5,50000,1.3,4.77,5.1,36,1.8362,0,0
576,1,15.7,3.8,19.5,0.25,1,0,5,1,3,2,1.5,50000,1.3,4.77,5.1,36,1.8362,0,1
576,1,53.9,52.9,106.8,3.25,1,0,5,1,3,2,1.5,50000,1.3,4.77,5.1,36,1.8362,1,0
577,1,11,2,13,0.44,1,1,5,1,3,2,1.5,50000,1.3,4.77,4.5,36,1.8362,0,0
577,1,14.1,3.1,17.2,0.22,1,0,5,1,3,2,1.5,50000,1.3,4.77,4.5,36,1.8362,0,1
577,1,50.1,50,100.1,3.25,1,0,5,1,3,2,1.5,50000,1.3,4.77,4.5,36,1.8362,1,0
578,1,9,5,14,0.38,0,0,4,0,2,4,0.5,90000,8.96,2,3.9,47,0.2982,0,0
578,1,11.4,7,18.4,0.19,0,0,4,0,2,4,0.5,90000,8.96,2,3.9,47,0.2982,0,1
578,1,12,14.6,26.6,0.5,0,1,4,0,2,4,0.5,90000,8.96,2,3.9,47,0.2982,1,0
579,1,10,5,15,0.4,0,0,4,0,2,4,0.5,90000,8.96,2,4.1,47,0.2982,0,0
579,1,12.5,7.3,19.8,0.2,0,0,4,0,2,4,0.5,90000,8.96,2,4.1,47,0.2982,0,1
579,1,11.7,15.5,27.2,0.5,0,1,4,0,2,4,0.5,90000,8.96,2,4.1,47,0.2982,1,0
580,1,36,4,40,1.55,1,1,3,0,4,2,2,50000,7.07,5.61,15.8,23,1.8362,0,0
580,1,39.8,6.3,46.1,0.78,1,0,3,0,4,2,2,50000,7.07,5.61,15.8,23,1.8362,0,1
580,1,49.1,48.2,97.3,2.25,1,0,3,0,4,2,2,50000,7.07,5.61,15.8,23,1.8362,1,0
581,1,27,9,36,4.41,1,0,6,1,1,2,0.5,50000,432.81,18.95,7.4,63,0.2982,0,0
581,1,30.9,11.4,42.3,2.2,1,0,6,1,1,2,0.5,50000,432.81,18.95,7.4,63,0.2982,0,1
581,1,26.1,14.2,40.3,0.75,1,1,6,1,1,2,0.5,50000,432.81,18.95,7.4,63,0.2982,1,0
582,1,26,9,35,4.35,1,0,6,1,1,2,0.5,50000,432.81,18.95,6.8,63,0.2982,0,0
582,1,29.3,11.5,40.8,2.18,1,0,6,1,1,2,0.5,50000,432.81,18.95,6.8,63,0.2982,0,1
582,1,28.4,17,45.4,0.75,1,1,6,1,1,2,0.5,50000,432.81,18.95,6.8,63,0.2982,1,0
583,1,17,6,23,3.25,1,0,4,1,4,3,1.3,50000,268.85,21.55,7.2,24,0.2982,0,0
583,1,21.4,8,29.4,1.62,1,0,4,1,4,3,1.3,50000,268.85,21.55,7.2,24,0.2982,0,1
583,1,21.2,34.2,55.4,0.75,1,1,4,1,4,3,1.3,50000,268.85,21.55,7.2,24,0.2982,1,0
584,1,20,5,25,1.03,1,1,1,0,1,1,1,30000,216.42,8.59,10.5,33,1.8362,0,0
584,1,25,6.8,31.8,0.52,1,0,1,0,1,1,1,30000,216.42,8.59,10.5,33,1.8362,0,1
584,1,27.1,32.7,59.8,1.5,1,0,1,0,1,1,1,30000,216.42,8.59,10.5,33,1.8362,1,0
585,1,19,8,27,4.57,0,0,2,1,2,2,1,115000,5.58,13.74,9.1,36,0.2982,0,0
585,1,23.8,10.4,34.2,2.29,0,0,2,1,2,2,1,115000,5.58,13.74,9.1,36,0.2982,0,1
585,1,17.8,21.8,39.6,0.75,0,1,2,1,2,2,1,115000,5.58,13.74,9.1,36,0.2982,1,0
586,1,35,2,37,2.31,1,1,2,1,2,2,1,115000,9.18,2.51,23.6,37,1.8362,0,0
586,1,39.5,3.8,43.3,1.16,1,0,2,1,2,2,1,115000,9.18,2.51,23.6,37,1.8362,0,1
586,1,83.4,38.3,121.7,4,1,0,2,1,2,2,1,115000,9.18,2.51,23.6,37,1.8362,1,0
587,1,31,2,33,2.35,1,1,2,1,2,2,1,115000,9.18,2.51,24,37,1.8362,0,0
587,1,38.4,3.1,41.5,1.18,1,0,2,1,2,2,1,115000,9.18,2.51,24,37,1.8362,0,1
587,1,71.4,41.3,112.7,4,1,0,2,1,2,2,1,115000,9.18,2.51,24,37,1.8362,1,0
588,1,36,2,38,2.09,1,0,2,1,2,2,1,50000,1.24,5.61,21.3,49,0.6426,0,0
588,1,44.4,3.1,47.5,1.04,1,1,2,1,2,2,1,50000,1.24,5.61,21.3,49,0.6426,0,1
588,1,72.9,47.4,120.3,4.65,1,0,2,1,2,2,1,50000,1.24,5.61,21.3,49,0.6426,1,0
589,1,36,2,38,2.09,1,0,2,0,2,2,1,50000,1.24,5.61,21.3,43,0.6426,0,0
589,1,44.4,3.1,47.5,1.04,1,1,2,0,2,2,1,50000,1.24,5.61,21.3,43,0.6426,0,1
589,1,72.3,47.4,119.7,4.65,1,0,2,0,2,2,1,50000,1.24,5.61,21.3,43,0.6426,1,0
590,1,16,6,22,2.67,0,0,3,1,1,1,1,50000,46.74,9.75,8.4,52,0.2982,0,0
590,1,20.2,8,28.2,1.34,0,0,3,1,1,1,1,50000,46.74,9.75,8.4,52,0.2982,0,1
590,1,12,45.7,57.7,1.65,0,1,3,1,1,1,1,50000,46.74,9.75,8.4,52,0.2982,1,0
591,1,16,6,22,2.84,1,0,3,1,1,1,1,50000,46.74,9.75,10.1,52,0.2982,0,0
591,1,19,8.1,27.1,1.42,1,0,3,1,1,1,1,50000,46.74,9.75,10.1,52,0.2982,0,1
591,1,12.9,39.8,52.7,2.4,1,1,3,1,1,1,1,50000,46.74,9.75,10.1,52,0.2982,1,0
592,1,13,6,19,0.67,0,0,2,0,1,2,0.5,36586.8,5.85,20.22,4.6,26,0.2982,0,0
592,1,15.7,8.4,24.1,0.34,0,0,2,0,1,2,0.5,36586.8,5.85,20.22,4.6,26,0.2982,0,1
592,1,21,26.9,47.9,0.5,0,1,2,0,1,2,0.5,36586.8,5.85,20.22,4.6,26,0.2982,1,0
593,1,21,8,29,5.87,1,0,1,0,1,1,1,70000,1480.52,13.8,9.3,29,0.2982,0,0
593,1,26.2,10.4,36.6,2.94,1,0,1,0,1,1,1,70000,1480.52,13.8,9.3,29,0.2982,0,1
593,1,31.4,33.2,64.6,1.25,1,1,1,0,1,1,1,70000,1480.52,13.8,9.3,29,0.2982,1,0
594,1,24,8,32,5.87,1,0,1,0,1,1,1,70000,1480.52,13.8,9.3,29,0.2982,0,0
594,1,27.6,10.3,37.9,2.94,1,0,1,0,1,1,1,70000,1480.52,13.8,9.3,29,0.2982,0,1
594,1,36.8,18.1,54.9,1.25,1,1,1,0,1,1,1,70000,1480.52,13.8,9.3,29,0.2982,1,0
595,1,16,8,24,5.72,0,0,1,1,1,1,1,70000,471.01,12.01,7.8,51,0.2982,0,0
595,1,20.2,10.4,30.6,2.86,0,0,1,1,1,1,1,70000,471.01,12.01,7.8,51,0.2982,0,1
595,1,12.1,25.6,37.7,0.75,0,1,1,1,1,1,1,70000,471.01,12.01,7.8,51,0.2982,1,0
596,1,17,7,24,3.91,1,0,3,1,1,2,0.5,65093.8,210.12,11.9,10,44,0.2982,0,0
596,1,20,9.2,29.2,1.96,1,0,3,1,1,2,0.5,65093.8,210.12,11.9,10,44,0.2982,0,1
596,1,16.8,32.8,49.6,2.25,1,1,3,1,1,2,0.5,65093.8,210.12,11.9,10,44,0.2982,1,0
597,1,18,7,25,3.81,1,0,3,1,1,2,0.5,65093.8,210.12,11.9,9,44,0.2982,0,0
597,1,20.9,9.4,30.3,1.91,1,0,3,1,1,2,0.5,65093.8,210.12,11.9,9,44,0.2982,0,1
597,1,18.2,34.6,52.8,2.65,1,1,3,1,1,2,0.5,65093.8,210.12,11.9,9,44,0.2982,1,0
598,1,30,8,38,0.85,1,1,5,1,2,1,2,115000,371.44,14.66,8.7,42,1.8362,0,0
598,1,33.5,10.4,43.9,0.42,1,0,5,1,2,1,2,115000,371.44,14.66,8.7,42,1.8362,0,1
598,1,32.1,46.4,78.5,1.25,1,0,5,1,2,1,2,115000,371.44,14.66,8.7,42,1.8362,1,0
599,1,2,5,7,0.02,0,1,1,0,1,1,1,30000,18.23,14.51,0.2,37,1.8362,0,0
599,1,3.1,6.8,9.9,0.01,0,0,1,0,1,1,1,30000,18.23,14.51,0.2,37,1.8362,0,1
599,1,2.3,19.4,21.7,0.5,0,0,1,0,1,1,1,30000,18.23,14.51,0.2,37,1.8362,1,0
600,1,2,5,7,0.02,0,1,1,0,1,1,1,30000,18.23,14.51,0.2,37,1.8362,0,0
600,1,3.1,6.8,9.9,0.01,0,0,1,0,1,1,1,30000,18.23,14.51,0.2,37,1.8362,0,1
600,1,4.1,11.5,15.6,0.5,0,0,1,0,1,1,1,30000,18.23,14.51,0.2,37,1.8362,1,0
601,1,3,5,8,0.08,0,1,1,0,1,1,1,30000,18.23,14.51,0.8,37,1.8362,0,0
601,1,5.2,7.3,12.5,0.04,0,0,1,0,1,1,1,30000,18.23,14.51,0.8,37,1.8362,0,1
601,1,7.3,9.5,16.8,0.5,0,0,1,0,1,1,1,30000,18.23,14.51,0.8,37,1.8362,1,0
602,1,9,5,14,0.36,0,0,3,1,2,3,0.7,115000,3.08,7.19,3.7,50,0.6426,0,0
602,1,11.4,7,18.4,0.18,0,1,3,1,2,3,0.7,115000,3.08,7.19,3.7,50,0.6426,0,1
602,1,15,16,31,1.7,0,0,3,1,2,3,0.7,115000,3.08,7.19,3.7,50,0.6426,1,0
603,1,19,7,26,0.71,1,0,3,1,2,2,1,65093.8,110.69,8.38,6,26,0.2982,0,0
603,1,22,9.4,31.4,0.35,1,0,3,1,2,2,1,65093.8,110.69,8.38,6,26,0.2982,0,1
603,1,31.3,25.2,56.5,1.25,1,1,3,1,2,2,1,65093.8,110.69,8.38,6,26,0.2982,1,0
604,1,20,8,28,5.96,0,0,3,1,1,2,0.5,65093.8,471.01,11.96,10.2,34,0.2982,0,0
604,1,25,10.4,35.4,2.98,0,0,3,1,1,2,0.5,65093.8,471.01,11.96,10.2,34,0.2982,0,1
604,1,17,39.9,56.9,1.65,0,1,3,1,1,2,0.5,65093.8,471.01,11.96,10.2,34,0.2982,1,0
605,1,24,8,32,5.9,0,0,3,1,1,2,0.5,65093.8,471.01,11.96,9.6,34,0.2982,0,0
605,1,27.6,10.3,37.9,2.95,0,0,3,1,1,2,0.5,65093.8,471.01,11.96,9.6,34,0.2982,0,1
605,1,18,34.9,52.9,1.65,0,1,3,1,1,2,0.5,65093.8,471.01,11.96,9.6,34,0.2982,1,0
606,1,24,7,31,5.85,1,0,3,0,3,3,1,83140.6,952.15,9.72,9.1,26,0.2982,0,0
606,1,27.6,9.2,36.8,2.93,1,0,3,0,3,3,1,83140.6,952.15,9.72,9.1,26,0.2982,0,1
606,1,19,14.3,33.3,1.25,1,1,3,0,3,3,1,83140.6,952.15,9.72,9.1,26,0.2982,1,0
607,1,19,7,26,5.86,1,0,3,0,3,3,1,83140.6,952.15,9.72,9.2,26,0.2982,0,0
607,1,23.8,9.2,33,2.93,1,0,3,0,3,3,1,83140.6,952.15,9.72,9.2,26,0.2982,0,1
607,1,18.9,30.1,49,1.25,1,1,3,0,3,3,1,83140.6,952.15,9.72,9.2,26,0.2982,1,0
608,1,14,4,18,0.59,1,1,3,1,2,2,1,30000,2.49,4.84,6,38,1.8362,0,0
608,1,17.7,5.6,23.3,0.29,1,0,3,1,2,2,1,30000,2.49,4.84,6,38,1.8362,0,1
608,1,30.5,42.9,73.4,1,1,0,3,1,2,2,1,30000,2.49,4.84,6,38,1.8362,1,0
609,1,11,5,16,0.55,1,0,4,1,2,2,1,115000,9.03,4.92,5.6,41,0.6426,0,0
609,1,14.1,6.8,20.9,0.28,1,1,4,1,2,2,1,115000,9.03,4.92,5.6,41,0.6426,0,1
609,1,23.1,41.7,64.8,0.5,1,0,4,1,2,2,1,115000,9.03,4.92,5.6,41,0.6426,1,0
610,1,15,7,22,0.68,1,0,2,0,1,1,1,30000,46.74,19.52,6.9,74,0.6426,0,0
610,1,18.9,9.2,28.1,0.34,1,1,2,0,1,1,1,30000,46.74,19.52,6.9,74,0.6426,0,1
610,1,23,44.6,67.6,1,1,0,2,0,1,1,1,30000,46.74,19.52,6.9,74,0.6426,1,0
611,1,16,7,23,2.53,1,0,2,0,1,1,1,30000,46.74,19.52,6.9,74,0.2982,0,0
611,1,19,9.2,28.2,1.27,1,0,2,0,1,1,1,30000,46.74,19.52,6.9,74,0.2982,0,1
611,1,34.4,33.7,68.1,1.3,1,1,2,0,1,1,1,30000,46.74,19.52,6.9,74,0.2982,1,0
612,1,49,2,51,2.33,1,1,3,1,2,1,2,70000,1.79,7.48,23.8,54,1.8362,0,0
612,1,53.5,4.2,57.7,0.93,1,0,3,1,2,1,2,70000,1.79,7.48,23.8,54,1.8362,0,1
612,1,79.6,64.2,143.8,2.75,1,0,3,1,2,1,2,70000,1.79,7.48,23.8,54,1.8362,1,0
613,1,43,2,45,2.21,1,0,3,1,2,1,2,70000,1.79,7.48,22.6,54,0.6426,0,0
613,1,48.2,3.8,52,1.1,1,1,3,1,2,1,2,70000,1.79,7.48,22.6,54,0.6426,0,1
613,1,66,59.1,125.1,2.25,1,0,3,1,2,1,2,70000,1.79,7.48,22.6,54,0.6426,1,0
614,1,43,4,47,2.75,1,1,3,1,3,2,1.5,115000,7.07,2.66,28.1,57,1.8362,0,0
614,1,47.2,6.3,53.5,1.38,1,0,3,1,3,2,1.5,115000,7.07,2.66,28.1,57,1.8362,0,1
614,1,80.5,48.2,128.7,3,1,0,3,1,3,2,1.5,115000,7.07,2.66,28.1,57,1.8362,1,0
615,1,10,3,13,0.54,0,1,4,1,2,1,2,70000,20.4,4.81,5.5,39,1.8362,0,0
615,1,12.9,4.4,17.3,0.27,0,0,4,1,2,1,2,70000,20.4,4.81,5.5,39,1.8362,0,1
615,1,27.5,12.4,39.9,0.5,0,0,4,1,2,1,2,70000,20.4,4.81,5.5,39,1.8362,1,0
616,1,10,4,14,0.59,1,0,2,0,2,2,1,115000,11.91,7.65,6,42,0.6426,0,0
616,1,12.5,5.9,18.4,0.29,1,1,2,0,2,2,1,115000,11.91,7.65,6,42,0.6426,0,1
616,1,38.9,50.3,89.2,1.5,1,0,2,0,2,2,1,115000,11.91,7.65,6,42,0.6426,1,0
617,1,8,3,11,0.32,1,1,3,0,2,1,2,15000,1,5.03,3.3,25,1.8362,0,0
617,1,10.3,4.9,15.2,0.16,1,0,3,0,2,1,2,15000,1,5.03,3.3,25,1.8362,0,1
617,1,12.3,31.3,43.6,2.4,1,0,3,0,2,1,2,15000,1,5.03,3.3,25,1.8362,1,0
618,1,16,6,22,2.51,0,0,3,0,3,3,1,115000,127.72,8.59,6.7,65,0.2982,0,0
618,1,19,8.1,27.1,1.26,0,0,3,0,3,3,1,115000,127.72,8.59,6.7,65,0.2982,0,1
618,1,17.6,20.8,38.4,1.75,0,1,3,0,3,3,1,115000,127.72,8.59,6.7,65,0.2982,1,0
619,1,20,6,26,0.61,1,1,2,1,2,2,1,70000,66.2,11.95,6.2,62,1.8362,0,0
619,1,23,8.4,31.4,0.3,1,0,2,1,2,2,1,70000,66.2,11.95,6.2,62,1.8362,0,1
619,1,20.7,33.8,54.5,1.25,1,0,2,1,2,2,1,70000,66.2,11.95,6.2,62,1.8362,1,0
620,1,19,6,25,1.06,0,0,1,0,2,1,2,50000,29.25,14.51,9.6,43,0.2982,0,0
620,1,22.2,8.1,30.3,0.53,0,0,1,0,2,1,2,50000,29.25,14.51,9.6,43,0.2982,0,1
620,1,20,23,43,1,0,1,1,0,2,1,2,50000,29.25,14.51,9.6,43,0.2982,1,0
621,1,22,6,28,1.01,0,0,1,0,2,1,2,50000,29.25,14.51,9.1,43,0.2982,0,0
621,1,25.1,8.4,33.5,0.51,0,0,1,0,2,1,2,50000,29.25,14.51,9.1,43,0.2982,0,1
621,1,27,23,50,1,0,1,1,0,2,1,2,50000,29.25,14.51,9.1,43,0.2982,1,0
622,1,23,7,30,5.74,1,0,4,0,4,4,1,70000,952.15,21.86,8,23,0.2982,0,0
622,1,26.2,9.4,35.6,2.87,1,0,4,0,4,4,1,70000,952.15,21.86,8,23,0.2982,0,1
622,1,28.3,15,43.3,1.25,1,1,4,0,4,4,1,70000,952.15,21.86,8,23,0.2982,1,0
623,1,22,7,29,5.75,1,0,4,0,4,4,1,70000,952.15,21.86,8.1,23,0.2982,0,0
623,1,25.5,9.2,34.7,2.88,1,0,4,0,4,4,1,70000,952.15,21.86,8.1,23,0.2982,0,1
623,1,27.3,13.6,40.9,1.25,1,1,4,0,4,4,1,70000,952.15,21.86,8.1,23,0.2982,1,0
624,1,17,3,20,0.74,1,1,2,0,1,2,0.5,70000,39.08,14.51,7.5,30,1.8362,0,0
624,1,20,4.9,24.9,0.37,1,0,2,0,1,2,0.5,70000,39.08,14.51,7.5,30,1.8362,0,1
624,1,2,49.6,51.6,1.25,1,0,2,0,1,2,0.5,70000,39.08,14.51,7.5,30,1.8362,1,0
625,1,17,8,25,5.83,0,0,6,1,2,3,0.7,115000,952.15,13.33,8.9,47,0.2982,0,0
625,1,21.4,10.4,31.8,2.91,0,0,6,1,2,3,0.7,115000,952.15,13.33,8.9,47,0.2982,0,1
